N° ocorrência;Data;Matrícula;Classificação;Tipo;Localidade;UF;Aeródromo;Operação;Status
79969;13/03/2021;PRECG;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CONQUISTA;MG;***;AGRÍCOLA;ATIVA
79968;13/03/2021;PPUGS;INCIDENTE GRAVE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;IGARATÁ;SP;***;PRIVADA;FINALIZADA
79978;12/03/2021;PSAEC;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
79971;11/03/2021;PTFNX;ACIDENTE;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;BARRA DO BUGRES;MT;**NI;AGRÍCOLA;ATIVA
79966;11/03/2021;PRHIB;INCIDENTE GRAVE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;PORTO VELHO;RO;***;POLICIAL;FINALIZADA
79976;10/03/2021;PTNOF;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;ARAGUAIANA;MT;**NI;PRIVADA;FINALIZADA
79974;10/03/2021;PTKZR;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BRASÍLIA;DF;SBBR;TÁXI AÉREO;FINALIZADA
79970;09/03/2021;PRTHT;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;QUIRINÓPOLIS;GO;***;AGRÍCOLA;ATIVA
79962;09/03/2021;PTRSJ;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BARÃO DE MELGAÇO;MT;SJIJ;TÁXI AÉREO;FINALIZADA
79961;09/03/2021;PREJR;ACIDENTE;CONTATO ANORMAL COM A PISTA;AMERICANA;SP;SDAI;INSTRUÇÃO;FINALIZADA
79963;08/03/2021;PPODB;INCIDENTE GRAVE;VOO CONTROLADO CONTRA O TERRENO;SORRISO;MT;***;AGRÍCOLA;ATIVA
79957;08/03/2021;PRYRU;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CONFINS;MG;SBBH;REGULAR;FINALIZADA
79960;07/03/2021;PRAIY;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
79959;07/03/2021;PRYRF;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RECIFE;PE;SBRF;REGULAR;FINALIZADA
79958;07/03/2021;PSMIX;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;VITÓRIA;ES;SBVT;TÁXI AÉREO;FINALIZADA
79955;04/03/2021;PTNPV;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;ITAITUBA;PA;SBIH;PRIVADA;FINALIZADA
79954;04/03/2021;PRGOW;INCIDENTE;COLISÃO COM AVE;SÃO LUÍS;MA;SBSL;REGULAR;FINALIZADA
79953;03/03/2021;PTVXW;ACIDENTE;PERDA DE CONTROLE EM VOO;CORRENTINA;BA;***;AGRÍCOLA;FINALIZADA
79951;03/03/2021;PRBVB;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BELÉM;PA;SBBE;TÁXI AÉREO;FINALIZADA
79943;03/03/2021;PPEPS;INCIDENTE;COLISÃO COM FAUNA;IBOTIRAMA;BA;SNIT;POLICIAL;FINALIZADA
79950;02/03/2021;PRAYG;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
79947;02/03/2021;PTOIW;ACIDENTE;EXCURSÃO DE PISTA, PERDA DE CONTROLE EM VOO;ARARAS;SP;SDAA;PRIVADA;FINALIZADA
79948;01/03/2021;PSBVI;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;BELÉM;PA;SBBE;TÁXI AÉREO;FINALIZADA
79927;28/02/2021;PRAUF;INCIDENTE;FOGO/FUMAÇA (SEM IMPACTO);CONFINS;MG;SBCF;REGULAR;FINALIZADA
79924;28/02/2021;PRAAD;INCIDENTE GRAVE;CONTATO ANORMAL COM A PISTA;AMERICANA;SP;SDAI;PRIVADA;FINALIZADA
79956;26/02/2021;PTDVB;ACIDENTE;INDETERMINADO;NÃO IDENTIFICADA;***;**NI;PRIVADA;FINALIZADA
79925;25/02/2021;PUBJM;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPOS DOS GOYTACAZES;RJ;SBCP;PRIVADA;FINALIZADA
79921;25/02/2021;PPHRF;INCIDENTE;CONTATO ANORMAL COM A PISTA;ELDORADO DO SUL;RS;SIXE;INSTRUÇÃO;FINALIZADA
79926;24/02/2021;PRAYY;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
79920;24/02/2021;PRAKB;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
79914;24/02/2021;PTWYT;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BELO HORIZONTE;MG;SBBH;TÁXI AÉREO;FINALIZADA
79912;23/02/2021;PRTYQ;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
79909;23/02/2021;PTWIY;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;MIRASSOL D'OESTE;MT;SWRW;PRIVADA;FINALIZADA
79922;22/02/2021;PPGKM;INCIDENTE GRAVE;EXCURSÃO DE PISTA;SANTO ÂNGELO;RS;SBNM;PRIVADA;FINALIZADA
79919;21/02/2021;PRGXI;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
79911;20/02/2021;PRNEX;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FORMIGA;MG;SWVW;PRIVADA;ATIVA
79904;20/02/2021;PRAKI;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MACEIÓ;AL;SBMO;REGULAR;FINALIZADA
79903;20/02/2021;PTUTK;ACIDENTE;OPERAÇÃO A BAIXA ALTITUDE, OUTROS;MARCELÂNDIA;MT;***;AGRÍCOLA;FINALIZADA
79916;19/02/2021;PRHSC;INCIDENTE;OUTROS;OURILÂNDIA DO NORTE;PA;***;POLICIAL;FINALIZADA
79910;19/02/2021;PTKPS;INCIDENTE GRAVE;OPERAÇÃO A BAIXA ALTITUDE;ALTO ALEGRE;RR;SJYG;PRIVADA;FINALIZADA
79907;19/02/2021;PTUOM;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CAMPO NOVO DO PARECIS;MT;***;AGRÍCOLA;ATIVA
79906;19/02/2021;PRLKA;INCIDENTE;PERDA DE CONTROLE NO SOLO;PARANAIGUARA;GO;**NI;AGRÍCOLA;FINALIZADA
79905;19/02/2021;PRGXT;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
79902;18/02/2021;PTTMG;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SÃO PAULO;SP;SBGR;REGULAR;FINALIZADA
79893;18/02/2021;PTJEX;INCIDENTE GRAVE;COMBUSTÍVEL;MARINGÁ;PR;***;INSTRUÇÃO;FINALIZADA
79901;17/02/2021;PRTTP;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
79897;17/02/2021;PRYRR;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
79894;16/02/2021;PTVUR;ACIDENTE;PERDA DE CONTROLE EM VOO;SÃO DESIDÉRIO;BA;***;AGRÍCOLA;FINALIZADA
79892;16/02/2021;PRPAR;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SÃO LOURENÇO DO SUL;RS;***;AGRÍCOLA;FINALIZADA
79888;16/02/2021;PTKLY;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SDAM;INSTRUÇÃO;FINALIZADA
79899;15/02/2021;PTMZT;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
79885;13/02/2021;PTKQE;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;NOVO PROGRESSO;PA;***;PRIVADA;FINALIZADA
79890;12/02/2021;PRPPJ;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CONCEIÇÃO DAS ALAGOAS;MG;***;AGRÍCOLA;ATIVA
79889;12/02/2021;PPPNM;ACIDENTE;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;SÃO DESIDÉRIO;BA;***;AGRÍCOLA;FINALIZADA
79886;12/02/2021;PRYRK;INCIDENTE;FOGO/FUMAÇA (SEM IMPACTO);CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
79887;10/02/2021;PPEJO;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;VARGINHA;MG;SBVG;POLICIAL;FINALIZADA
79883;10/02/2021;PRAQP;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
79882;10/02/2021;PTUPY;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;MANDAGUAÇU;PR;***;AGRÍCOLA;FINALIZADA
79875;08/02/2021;PRAEN;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SÃO JOSÉ DOS PINHAIS;PR;SBCT;PRIVADA;FINALIZADA
79871;08/02/2021;PTGUO;INCIDENTE;OPERAÇÃO A BAIXA ALTITUDE;SÃO GABRIEL;RS;***;AGRÍCOLA;FINALIZADA
79879;07/02/2021;PTMUE;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
79872;06/02/2021;PTWQV;INCIDENTE;COLISÃO NO SOLO;ALEGRETE;RS;***;AGRÍCOLA;FINALIZADA
79870;06/02/2021;PTWVZ;ACIDENTE;EXCURSÃO DE PISTA;FORTALEZA DOS VALOS;RS;***;AGRÍCOLA;FINALIZADA
79867;06/02/2021;PRTNI;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;NAVEGANTES;SC;SBNF;PRIVADA;FINALIZADA
80072;05/02/2021;PTWRS;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;LUZIÂNIA;GO;SJGL;PRIVADA;FINALIZADA
79881;05/02/2021;PPMBM;INCIDENTE GRAVE;CONTATO ANORMAL COM A PISTA;CABO FRIO;RJ;SBCB;POLICIAL;FINALIZADA
79878;05/02/2021;PRTTO;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FLORIANÓPOLIS;SC;SBFL;REGULAR;FINALIZADA
79876;04/02/2021;PRMHP;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BRASÍLIA;DF;SBBR;REGULAR;FINALIZADA
79863;04/02/2021;PSEBI;ACIDENTE;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;BARREIRAS;BA;***;PRIVADA;FINALIZADA
79864;03/02/2021;PTKVW;ACIDENTE;VOO CONTROLADO CONTRA O TERRENO;IRACEMA;RR;***;TÁXI AÉREO;FINALIZADA
79880;02/02/2021;PRAKA;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
79877;02/02/2021;PPPTO;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIBEIRÃO PRETO;SP;SBRP;REGULAR;FINALIZADA
79860;02/02/2021;PTUGV;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;MOSSÂMEDES;GO;***;AGRÍCOLA;FINALIZADA
79858;02/02/2021;PTWEE;ACIDENTE;COLISÃO COM FAUNA, EXCURSÃO DE PISTA;SÃO FÉLIX DO XINGU;PA;**NI;TÁXI AÉREO;FINALIZADA
79857;02/02/2021;PTBXV;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;SÃO FÉLIX DO XINGU;PA;***;PRIVADA;FINALIZADA
79859;01/02/2021;PRSTO;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;VIAMÃO;RS;***;AGRÍCOLA;FINALIZADA
79869;31/01/2021;PRAKJ;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MONTES CLAROS;MG;SBMK;REGULAR;FINALIZADA
79854;31/01/2021;PTWUU;ACIDENTE;PERDA DE CONTROLE EM VOO;SÃO FÉLIX DO XINGU;PA;***;AGRÍCOLA;FINALIZADA
79868;30/01/2021;PRAQM;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
79851;29/01/2021;PPZVI;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;BRASÍLIA;DF;***;PRIVADA;FINALIZADA
79866;28/01/2021;PTIRJ;ACIDENTE;COMBUSTÍVEL;ALMEIRIM;PA;***;PRIVADA;FINALIZADA
79849;28/01/2021;PRMCA;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FRUTAL;MG;***;AGRÍCOLA;FINALIZADA
79852;27/01/2021;PTFIB;ACIDENTE;COMBUSTÍVEL;SERRA AZUL;SP;***;INSTRUÇÃO;FINALIZADA
79843;26/01/2021;PRTLI;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;VITÓRIA;ES;SBVT;PRIVADA;FINALIZADA
79848;25/01/2021;PTUUB;INCIDENTE GRAVE;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;SORRISO;MT;***;AGRÍCOLA;FINALIZADA
79846;25/01/2021;PTOXQ;ACIDENTE;CONTATO ANORMAL COM A PISTA, EXCURSÃO DE PISTA;FOZ DO IGUAÇU;PR;SSFE;PRIVADA;FINALIZADA
79862;24/01/2021;PRAYW;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
79847;24/01/2021;PTEET;INCIDENTE GRAVE;CONTATO ANORMAL COM A PISTA;RESENDE;RJ;SDRS;PRIVADA;FINALIZADA
79840;24/01/2021;PTLYG;ACIDENTE;PERDA DE CONTROLE EM VOO;PORTO NACIONAL;TO;***;PRIVADA;FINALIZADA
79835;24/01/2021;PSAED;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
79845;23/01/2021;PUCJR;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;DIVINÓPOLIS;MG;SNDV;PRIVADA;FINALIZADA
79837;23/01/2021;PPRQY;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;INSTRUÇÃO;FINALIZADA
79833;22/01/2021;PTUTU;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;LEME;SP;***;AGRÍCOLA;FINALIZADA
79839;21/01/2021;PRTYR;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPO GRANDE;MS;SBCG;REGULAR;FINALIZADA
79836;21/01/2021;PRATW;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RECIFE;PE;SBRF;REGULAR;FINALIZADA
79834;21/01/2021;PRAXF;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;JOINVILLE;SC;SBJV;REGULAR;FINALIZADA
79826;20/01/2021;PRYYC;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
79831;19/01/2021;PPMMS, PRGUC;INCIDENTE GRAVE;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;CURITIBA;PR;SBCT;***, REGULAR;ATIVA
79829;19/01/2021;PRBTB;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;PARÁ DE MINAS;MG;SNPA;INSTRUÇÃO;FINALIZADA
79827;19/01/2021;PRTYA;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SÃO PAULO;SP;SBSP;REGULAR;FINALIZADA
79825;18/01/2021;PTVGQ;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;BARREIROS;PE;***;PRIVADA;FINALIZADA
79917;17/01/2021;PTJFM;INCIDENTE GRAVE;PERDA DE CONTROLE NO SOLO;IBITINGA;SP;SDIG;INSTRUÇÃO;FINALIZADA
79830;14/01/2021;PTHYA;INCIDENTE;OUTROS;NOVA LIMA;MG;SJLY;TÁXI AÉREO;FINALIZADA
79822;14/01/2021;PRAKD;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;UBERLÂNDIA;MG;SBUL;REGULAR;FINALIZADA
79820;14/01/2021;PTHYA;INCIDENTE;OUTROS;NOVA LIMA;MG;SJLY;TÁXI AÉREO;FINALIZADA
79819;14/01/2021;PTWQZ;INCIDENTE GRAVE;CONTATO ANORMAL COM A PISTA;CAMPO GRANDE;MS;SSIE;PRIVADA;FINALIZADA
79818;13/01/2021;PTVIY;ACIDENTE;CONTATO ANORMAL COM A PISTA, EXCURSÃO DE PISTA;CANARANA;MT;SWEK;PRIVADA;FINALIZADA
79816;11/01/2021;PRPDO;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
79821;10/01/2021;PRAXR;INCIDENTE;COLISÃO COM AVE;SANTARÉM;PA;SBSN;REGULAR;FINALIZADA
79810;10/01/2021;PUZUM;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CONCÓRDIA;SC;SSCK;PRIVADA;FINALIZADA
79850;09/01/2021;PPEFM;INCIDENTE;CONTATO ANORMAL COM A PISTA;FORTALEZA;CE;SBFZ;POLICIAL;FINALIZADA
79841;08/01/2021;PRCRJ;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BELO HORIZONTE;MG;SBBH;PRIVADA;FINALIZADA
79812;08/01/2021;PSAED;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPO GRANDE;MS;SBCG;REGULAR;FINALIZADA
79865;07/01/2021;PTEFI;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;GOVERNADOR VALADARES;MG;SBGV;PRIVADA;FINALIZADA
79805;07/01/2021;PRMYK;INCIDENTE;COLISÃO COM FAUNA;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
79801;07/01/2021;PPDPD;INCIDENTE GRAVE;CONTATO ANORMAL COM A PISTA;CANTÁ;RR;SWPD;PRIVADA;FINALIZADA
79814;06/01/2021;PPEMF;ACIDENTE;CONTATO ANORMAL COM A PISTA;DIVINÓPOLIS;MG;SNDV;INSTRUÇÃO;ATIVA
79811;06/01/2021;PRWVW;ACIDENTE;PERDA DE CONTROLE EM VOO;VILA VELHA;ES;SIVU;PRIVADA;ATIVA
79809;06/01/2021;PRYRJ;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
79803;06/01/2021;PTLPG;INCIDENTE;OUTROS;BOA VISTA;RR;SBBV;PRIVADA;FINALIZADA
79784;06/01/2021;PTOKJ;INCIDENTE;COLISÃO COM AVE;CAMPO GRANDE;MS;SSKG;PRIVADA;FINALIZADA
79823;05/01/2021;PPCLD;ACIDENTE;VOO CONTROLADO CONTRA O TERRENO;IRACEMA;RR;***;PRIVADA;FINALIZADA
79798;05/01/2021;PRTCE;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;GUARÁ;SP;***;AGRÍCOLA;FINALIZADA
79808;04/01/2021;PRAQH;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CONFINS;MG;SBCF;REGULAR;FINALIZADA
79770;04/01/2021;PRRMI;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CUIABÁ;MT;SBCY;TÁXI AÉREO;FINALIZADA
79786;03/01/2021;PTERY;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;JOÃO PESSOA;PB;***;PRIVADA;FINALIZADA
79949;02/01/2021;PPBBV;ACIDENTE;EXCURSÃO DE PISTA;DIAMANTINA;MG;SNDT;TÁXI AÉREO;FINALIZADA
79758;02/01/2021;PRJGC;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;***;TÁXI AÉREO;FINALIZADA
79844;31/12/2020;PRJBP;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;RIO DE JANEIRO;RJ;SBJR;TÁXI AÉREO;FINALIZADA
79756;31/12/2020;PTGUP;INCIDENTE GRAVE;OUTROS;VICENTINA;MS;***;AGRÍCOLA;FINALIZADA
79802;30/12/2020;PRGUF;INCIDENTE;OUTROS;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
79757;30/12/2020;PTGZR;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;LAGOA DA CONFUSÃO;TO;***;AGRÍCOLA;FINALIZADA
79804;29/12/2020;PRAJZ;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
79769;29/12/2020;PTOCN;INCIDENTE GRAVE;EXCURSÃO DE PISTA, FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MANOEL URBANO;AC;SIMB;PRIVADA;FINALIZADA
79755;29/12/2020;PTKCK;ACIDENTE;IMC NÃO INTENCIONAL, PERDA DE CONTROLE EM VOO;MATO RICO;PR;***;PRIVADA;FINALIZADA
79753;29/12/2020;PTUPT;INCIDENTE GRAVE;EXCURSÃO DE PISTA;GOIATUBA;GO;***;ESPECIALIZADA;FINALIZADA
79824;28/12/2020;PRALA;ACIDENTE;PERDA DE CONTROLE EM VOO;RIO PARANAÍBA;MG;SNRP;AGRÍCOLA;FINALIZADA
79800;28/12/2020;PRURN;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SÃO PAULO;SP;SBMT;PRIVADA;FINALIZADA
79754;28/12/2020;PTBYA;INCIDENTE GRAVE;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;NOVA MARINGÁ;MT;***;PRIVADA;FINALIZADA
79751;27/12/2020;*****;ACIDENTE;EXCURSÃO DE PISTA;PRESIDENTE CASTELO BRANCO;PR;SSXO;PRIVADA;FINALIZADA
79749;26/12/2020;PTNPF;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;MARITUBA;PA;***;PRIVADA;FINALIZADA
79787;23/12/2020;PRYRA;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FORTALEZA;CE;SBFZ;REGULAR;FINALIZADA
79748;23/12/2020;PRDBO;ACIDENTE;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;SANTANA DO LIVRAMENTO;RS;APUA;AGRÍCOLA;FINALIZADA
79776;22/12/2020;PRHFT;ACIDENTE;EXCURSÃO DE PISTA;UBERLÂNDIA;MG;SBUL;PRIVADA;ATIVA
79799;21/12/2020;PTERL;INCIDENTE;EXCURSÃO DE PISTA;MUITOS CAPÕES;RS;***;PRIVADA;FINALIZADA
79766;21/12/2020;PTEMR;INCIDENTE GRAVE;EXCURSÃO DE PISTA, FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;JUIZ DE FORA;MG;SBJF;INSTRUÇÃO;FINALIZADA
79759;21/12/2020;PRTKL;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
79745;21/12/2020;PRYSC;INCIDENTE;COLISÃO COM AVE;MARABÁ;PA;SBMA;REGULAR;FINALIZADA
79746;20/12/2020;PTMET;INCIDENTE;COLISÃO COM AVE;MANAUS;AM;SWFN;TÁXI AÉREO;FINALIZADA
79785;19/12/2020;PPPTN;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MANAUS;AM;SBEG;REGULAR;FINALIZADA
79752;19/12/2020;PREOB;INCIDENTE;COLISÃO COM AVE;SALVADOR;BA;***;PRIVADA;FINALIZADA
79744;18/12/2020;PRAQH;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BELO HORIZONTE;MG;SBCF;REGULAR;FINALIZADA
79743;18/12/2020;PTGBJ;ACIDENTE;OPERAÇÃO A BAIXA ALTITUDE;GOIATUBA;GO;***;AGRÍCOLA;ATIVA
79742;18/12/2020;PTWKN;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SANTA HELENA DE GOIÁS;GO;***;AGRÍCOLA;FINALIZADA
79741;18/12/2020;PRATC;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;BELO HORIZONTE;MG;SBBH;TÁXI AÉREO;FINALIZADA
79740;17/12/2020;PRATC;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;RIO LARGO;AL;SBMO;TÁXI AÉREO;FINALIZADA
79737;17/12/2020;PPLCQ;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;BELO HORIZONTE;MG;SBBH;TÁXI AÉREO;FINALIZADA
79738;16/12/2020;PTDZF;INCIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;ITUMBIARA;GO;**NI;AGRÍCOLA;FINALIZADA
79729;15/12/2020;PRORV;ACIDENTE;OUTROS;TAILÂNDIA;PA;***;PRIVADA;FINALIZADA
79726;13/12/2020;PTJKV;INCIDENTE GRAVE;EXCURSÃO DE PISTA, FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BELO HORIZONTE;MG;SBPR;PRIVADA;FINALIZADA
79723;13/12/2020;PUUAM;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SÃO JOSÉ DOS PINHAIS;PR;SSUL;PRIVADA;FINALIZADA
79722;12/12/2020;PTVZA;INCIDENTE GRAVE;COMBUSTÍVEL;PERDIZES;MG;***;AGRÍCOLA;FINALIZADA
